week_start,sku_code,territory,distributor_id,primary_sales_units,primary_sales_value
2025-08-05,SL-008,Patna,PAT-D2,141,21044.25
2025-08-05,SL-008,Pune,PUN-D2,156,23283.0
2025-08-05,SL-009,Ahmedabad,AHM-D2,188,28059.0
2025-08-05,SL-009,Bengaluru,BEN-D1,206,30746.0
2025-08-05,SL-009,Chennai,CHE-D1,181,27014.25
2025-08-05,SL-009,Delhi,DEL-D1,195,29103.75
2025-08-05,SL-009,Guwahati,GUW-D2,113,16865.25
2025-08-05,SL-009,Hyderabad,HYD-D2,157,23432.25
2025-08-05,SL-009,Jaipur,JAI-D2,112,16716.0
2025-08-05,SL-009,Kolkata,KOL-D1,208,31044.0
2025-08-05,SL-009,Lucknow,LUC-D1,128,19104.0
2025-08-05,SL-009,Mumbai,MUM-D2,221,32984.25
2025-08-05,SL-009,Patna,PAT-D1,110,16417.5
2025-08-05,SL-009,Pune,PUN-D1,176,26268.0
2025-08-05,SN-001,Ahmedabad,AHM-D2,1301,58545.0
2025-08-05,SN-001,Bengaluru,BEN-D2,1028,46260.0
2025-08-05,SN-001,Chennai,CHE-D1,1372,61740.0
2025-08-05,SN-001,Delhi,DEL-D1,1187,53415.0
2025-08-05,SN-001,Guwahati,GUW-D2,669,30105.0
2025-08-05,SN-001,Hyderabad,HYD-D1,1294,58230.0
2025-08-05,SN-001,Jaipur,JAI-D1,794,35730.0
2025-08-05,SN-001,Kolkata,KOL-D2,1214,54630.0
2025-08-05,SN-001,Lucknow,LUC-D1,885,39825.0
2025-08-05,SN-001,Mumbai,MUM-D1,1220,54900.0
2025-08-05,SN-001,Patna,PAT-D2,771,34695.0
2025-08-05,SN-001,Pune,PUN-D1,1323,59535.0
2025-08-05,SN-002,Ahmedabad,AHM-D2,1334,60030.0
2025-08-05,SN-002,Bengaluru,BEN-D2,1303,58635.0
2025-08-05,SN-002,Chennai,CHE-D1,1150,51750.0
2025-08-05,SN-002,Delhi,DEL-D1,1240,55800.0
2025-08-05,SN-002,Guwahati,GUW-D2,870,39150.0
2025-08-05,SN-002,Hyderabad,HYD-D1,1251,56295.0
2025-08-05,SN-002,Jaipur,JAI-D2,904,40680.0
2025-08-05,SN-002,Kolkata,KOL-D1,#N/A,46350.0
2025-08-05,SN-002,Lucknow,LUC-D2,754,33930.0
2025-08-05,SN-002,Mumbai,MUM-D2,1017,45765.0
2025-08-05,SN-002,Patna,PAT-D2,648,29160.0
2025-08-05,SN-002,Pune,PUN-D1,1240,55800.0
2025-08-05,SN-003,Ahmedabad,AHM-D2,1015,45675.0
2025-08-05,SN-003,Bengaluru,BEN-D2,1001,45045.0
2025-08-05,SN-003,Chennai,CHE-D1,936,42120.0
2025-08-05,SN-003,Delhi,DEL-D2,1127,50715.0
2025-08-05,SN-003,Guwahati,GUW-D1,894,40230.0
2025-08-05,SN-003,Hyderabad,HYD-D1,1353,60885.0
2025-08-05,SN-003,Jaipur,JAI-D1,812,36540.0
2025-08-05,SN-003,Kolkata,KOL-D1,1276,57420.0
2025-08-05,SN-003,Lucknow,LUC-D2,904,40680.0
2025-08-05,SN-003,Mumbai,MUM-D2,1319,59355.0
2025-08-05,SN-003,Patna,PAT-D2,619,27855.0
2025-08-05,SN-003,Pune,PUN-D2,1329,59805.0
2025-08-05,SN-004,Ahmedabad,AHM-D2,463,38197.5
2025-08-05,SN-004,Bengaluru,BEN-D2,517,42652.5
2025-08-05,SN-004,Chennai,CHE-D2,539,44468.0
2025-08-05,SN-004,Delhi,DEL-D1,528,43560.0
2025-08-05,SN-004,Guwahati,GUW-D1,273,22522.5
2025-08-05,SN-004,Hyderabad,HYD-D2,572,47190.0
2025-08-05,SN-004,Jaipur,JAI-D1,394,32505.0
2025-08-05,SN-004,Kolkata,KOL-D1,552,45540.0
2025-08-05,SN-004,Lucknow,LUC-D1,312,25740.0
2025-08-05,SN-004,Mumbai,MUM-D2,550,45375.0
2025-08-05,SN-004,Patna,PAT-D2,403,33247.5
2025-08-05,SN-004,Pune,PUN-D1,519,42817.5
2025-08-05,SN-005,Ahmedabad,AHM-D2,9999,49088.0
2025-08-05,SN-005,Bengaluru,BEN-D2,566,46695.0
2025-08-05,SN-005,Chennai,CHE-D1,430,35475.0
2025-08-05,SN-005,Delhi,DEL-D2,435,35887.5
2025-08-05,SN-005,Guwahati,GUW-D2,332,27390.0
2025-08-05,SN-005,Hyderabad,HYD-D2,525,43312.5
2025-08-05,SN-005,Jaipur,JAI-D2,358,29535.0
2025-08-05,SN-005,Kolkata,KOL-D1,422,34815.0
2025-08-05,SN-005,Lucknow,LUC-D2,364,30030.0
2025-08-05,SN-005,Mumbai,MUM-D2,537,44302.5
2025-08-05,SN-005,Patna,PAT-D2,340,28050.0
2025-08-05,SN-005,Pune,PUN-D2,425,35062.5
2025-08-05,SN-006,Ahmedabad,AHM-D2,491,40507.5
2025-08-05,SN-006,Bengaluru,BEN-D2,594,49005.0
2025-08-05,SN-006,Chennai,CHE-D1,441,36382.0
2025-08-05,SN-006,Delhi,DEL-D2,520,42900.0
2025-08-05,SN-006,Guwahati,GUW-D1,274,22605.0
2025-08-05,SN-006,Hyderabad,HYD-D2,614,50655.0
2025-08-05,SN-006,Jaipur,JAI-D1,300,24750.0
2025-08-05,SN-006,Kolkata,KOL-D2,453,37372.0
2025-08-05,SN-006,Lucknow,LUC-D2,388,32010.0
2025-08-05,SN-006,Mumbai,MUM-D1,520,42900.0
2025-08-05,SN-006,Patna,PAT-D2,305,25162.0
2025-08-05,SN-006,Pune,PUN-D2,500,41250.0
2025-08-05,SN-007,Ahmedabad,AHM-D1,209,31193.25
2025-08-05,SN-007,Bengaluru,BEN-D1,170,25372.5
2025-08-05,SN-007,Chennai,CHE-D1,215,32089.0
2025-08-05,SN-007,Delhi,DEL-D2,187,27909.75
2025-08-05,SN-007,Guwahati,GUW-D1,147,21939.75
2025-08-05,SN-007,Hyderabad,HYD-D1,198,29551.5
2025-08-05,SN-007,Jaipur,JAI-D2,130,19402.5
2025-08-05,SN-007,Kolkata,KOL-D1,232,34626.0
2025-08-05,SN-007,Lucknow,LUC-D2,-1,16865.25
2025-08-05,SN-007,Mumbai,MUM-D2,203,30297.75
2025-08-05,SN-007,Patna,PAT-D2,132,19701.0
2025-08-05,SN-007,Pune,PUN-D1,216,32238.0
2025-08-05,SN-008,Ahmedabad,AHM-D1,183,27313.0
2025-08-05,SN-008,Bengaluru,BEN-D2,168,25074.0
2025-08-05,SN-008,Chennai,CHE-D1,159,23730.75
2025-08-05,SN-008,Delhi,DEL-D1,223,33282.75
2025-08-05,SN-008,Guwahati,GUW-D2,133,19850.25
2025-08-05,SN-008,Hyderabad,HYD-D1,216,32238.0
2025-08-05,SN-008,Jaipur,JAI-D2,102,15223.5
2025-08-05,SN-008,Kolkata,KOL-D2,204,30447.0
2025-08-05,SN-008,Lucknow,LUC-D2,144,21492.0
2025-08-05,SN-008,Mumbai,MUM-D1,215,32088.75
2025-08-05,SN-008,Patna,PAT-D1,117,17462.25
2025-08-05,SN-008,Pune,PUN-D2,175,26118.75
2025-08-05,SN-009,Ahmedabad,AHM-D2,NA,33282.75
2025-08-05,SN-009,Bengaluru,BEN-D2,159,23730.75
2025-08-05,SN-009,Chennai,CHE-D1,217,32387.25
2025-08-05,SN-009,Delhi,DEL-D2,172,25671.0
2025-08-05,SN-009,Guwahati,GUW-D2,134,19999.5
2025-08-05,SN-009,Hyderabad,HYD-D2,209,31193.25
2025-08-05,SN-009,Jaipur,JAI-D2,149,22238.25
2025-08-05,SN-009,Kolkata,KOL-D2,230,34327.5
2025-08-05,SN-009,Lucknow,LUC-D1,126,18805.5
2025-08-05,SN-009,Mumbai,MUM-D1,202,30148.5
2025-08-05,SN-009,Patna,PAT-D1,136,20298.0
2025-08-05,SN-009,Pune,PUN-D1,NA,28954.5
2025-08-05,TB-001,Ahmedabad,AHM-D2,1206,49747.5
2025-08-05,TB-001,Bengaluru,BEN-D1,1163,47973.75
2025-08-05,TB-001,Delhi,DEL-D1,1323,54573.75
2025-08-05,TB-001,Guwahati,GUW-D2,845,34856.25
2025-08-05,TB-001,Hyderabad,HYD-D2,1196,49335.0
2025-08-05,TB-001,Jaipur,JAI-D1,738,30442.0
2025-08-05,TB-001,Kolkata,KOL-D2,1253,51686.25
2025-08-05,TB-001,Patna,PAT-D2,672,27720.0
2025-08-05,TB-001,Pune,PUN-D1,1402,57832.5
2025-08-05,TB-002,Ahmedabad,AHM-D2,1382,57007.5
2025-08-05,TB-002,Chennai,CHE-D2,1080,44550.0
2025-08-05,TB-002,Delhi,DEL-D1,1154,47602.5
2025-08-05,TB-002,Guwahati,GUW-D1,677,27926.0
2025-08-05,TB-002,Hyderabad,HYD-D2,1396,57585.0
2025-08-05,TB-002,Jaipur,JAI-D2,649,26771.25
2025-08-05,TB-002,Kolkata,KOL-D2,1380,56925.0
2025-08-05,TB-002,Patna,PAT-D1,752,31020.0
2025-08-05,TB-002,Pune,PUN-D2,1180,48675.0
2025-08-05,TB-003,Ahmedabad,AHM-D1,1112,45870.0
2025-08-05,TB-003,Bengaluru,BEN-D2,1253,51686.25
2025-08-05,TB-003,Chennai,CHE-D2,964,39765.0
2025-08-05,TB-003,Delhi,DEL-D2,972,40095.0
2025-08-05,TB-003,Guwahati,GUW-D2,696,28710.0
2025-08-05,TB-003,Hyderabad,HYD-D2,1141,47066.25
2025-08-05,TB-003,Jaipur,JAI-D2,792,32670.0
2025-08-05,TB-003,Kolkata,KOL-D2,1257,51851.0
2025-08-05,TB-003,Pune,PUN-D2,1331,54903.75
2025-08-05,TB-004,Ahmedabad,AHM-D1,960,39600.0
2025-08-05,TB-004,Bengaluru,BEN-D2,1094,45127.5
2025-08-05,TB-004,Delhi,DEL-D2,1323,54573.75
2025-08-05,TB-004,Guwahati,GUW-D2,885,36506.25
2025-08-05,TB-004,Jaipur,JAI-D2,682,28132.5
2025-08-05,TB-004,Lucknow,LUC-D2,9999,25410.0
2025-08-05,TB-004,Mumbai,MUM-D2,1018,41992.0
2025-08-05,TB-004,Patna,PAT-D1,882,36382.5
2025-08-05,TB-004,Pune,PUN-D2,9999,42405.0
2025-08-05,TB-005,Ahmedabad,AHM-D1,535,52162.5
2025-08-05,TB-005,Chennai,CHE-D1,512,49920.0
2025-08-05,TB-005,Guwahati,GUW-D1,345,33637.5
2025-08-05,TB-005,Jaipur,JAI-D2,398,38805.0
2025-08-05,TB-005,Kolkata,KOL-D2,510,49725.0
2025-08-05,TB-005,Mumbai,MUM-D1,439,42802.5
2025-08-05,TB-005,Pune,PUN-D1,,58305.0
2025-08-05,TB-006,Ahmedabad,AHM-D1,621,60547.5
2025-08-05,TB-006,Chennai,CHE-D2,450,43875.0
2025-08-05,TB-006,Delhi,DEL-D2,493,48067.5
2025-08-05,TB-006,Guwahati,GUW-D1,316,30810.0
2025-08-05,TB-006,Hyderabad,HYD-D2,476,46410.0
2025-08-05,TB-006,Lucknow,LUC-D1,383,37342.5
2025-08-05,TB-006,Pune,PUN-D1,421,41047.5
2025-08-05,TB-007,Chennai,CHE-D2,544,53040.0
2025-08-05,TB-007,Guwahati,GUW-D2,338,32955.0
2025-08-05,TB-007,Kolkata,KOL-D2,512,49920.0
2025-08-05,TB-007,Lucknow,LUC-D1,357,34807.5
2025-08-05,TB-007,Mumbai,MUM-D1,620,60450.0
2025-08-05,TB-007,Patna,PAT-D2,353,34417.5
2025-08-05,TB-007,Pune,PUN-D2,622,60645.0
2025-08-05,TB-008,Ahmedabad,AHM-D1,183,34312.5
2025-08-05,TB-008,Bengaluru,BEN-D2,233,43687.5
2025-08-05,TB-008,Delhi,DEL-D1,191,35812.5
2025-08-05,TB-008,Hyderabad,HYD-D2,183,34312.5
2025-08-05,TB-008,Kolkata,KOL-D1,230,43125.0
2025-08-05,WW-001,Ahmedabad,AHM-D1,1288,43470.0
2025-08-05,WW-001,Bengaluru,BEN-D2,1059,35741.25
2025-08-05,WW-001,Chennai,CHE-D1,957,32299.0
2025-08-05,WW-001,Delhi,DEL-D2,994,33547.5
2025-08-05,WW-001,Hyderabad,HYD-D2,941,31759.0
2025-08-05,WW-001,Jaipur,JAI-D1,720,24300.0
2025-08-05,WW-001,Kolkata,KOL-D1,957,32299.0
2025-08-05,WW-001,Lucknow,LUC-D1,654,22072.0
2025-08-05,WW-001,Mumbai,MUM-D2,1152,38880.0
2025-08-05,WW-002,Ahmedabad,AHM-D2,1161,39183.75
2025-08-05,WW-002,Delhi,DEL-D2,-1,41276.25
2025-08-05,WW-002,Guwahati,GUW-D1,850,28687.5
2025-08-05,WW-002,Hyderabad,HYD-D1,1187,40061.25
2025-08-05,WW-002,Jaipur,JAI-D2,830,28012.5
2025-08-05,WW-002,Lucknow,LUC-D1,730,24638.0
2025-08-05,WW-002,Mumbai,MUM-D1,1060,35775.0
2025-08-05,WW-002,Patna,PAT-D1,680,22950.0
2025-08-05,WW-002,Pune,PUN-D2,983,33176.25
2025-08-05,WW-003,Chennai,CHE-D2,436,27795.0
2025-08-05,WW-003,Delhi,DEL-D2,511,32576.25
2025-08-05,WW-003,Kolkata,KOL-D2,553,35253.75
2025-08-05,WW-003,Lucknow,LUC-D1,376,23970.0
2025-08-05,WW-003,Mumbai,MUM-D1,472,30090.0
2025-08-05,WW-003,Patna,PAT-D2,392,24990.0
2025-08-05,WW-003,Pune,PUN-D2,,34871.0
2025-08-05,WW-004,Bengaluru,BEN-D2,556,35445.0
2025-08-05,WW-004,Chennai,CHE-D1,589,37548.75
2025-08-05,WW-004,Guwahati,GUW-D1,327,20846.25
2025-08-05,WW-004,Jaipur,JAI-D2,335,21356.25
2025-08-05,WW-004,Kolkata,KOL-D1,486,30982.5
2025-08-05,WW-004,Mumbai,MUM-D1,419,26711.25
2025-08-05,WW-004,Patna,PAT-D2,301,19188.75
2025-08-05,WW-005,Bengaluru,BEN-D1,454,28942.5
2025-08-05,WW-005,Chennai,CHE-D2,584,37230.0
2025-08-05,WW-005,Delhi,DEL-D1,421,26838.75
2025-08-05,WW-005,Hyderabad,HYD-D1,510,32512.0
2025-08-05,WW-005,Lucknow,LUC-D2,366,23332.5
2025-08-05,WW-005,Mumbai,MUM-D1,422,26902.5
2025-08-05,WW-005,Pune,PUN-D1,496,31620.0
2025-08-05,WW-006,Ahmedabad,AHM-D2,212,25440.0
2025-08-05,WW-006,Chennai,CHE-D1,159,19080.0
2025-08-05,WW-006,Jaipur,JAI-D2,141,16920.0
2025-08-05,WW-006,Mumbai,MUM-D2,178,21360.0
2025-08-05,WW-006,Pune,PUN-D2,NA,18720.0
2025-08-05,WW-007,Delhi,DEL-D1,201,24120.0
2025-08-05,WW-007,Hyderabad,HYD-D2,220,26400.0
2025-08-05,WW-007,Mumbai,MUM-D1,225,27000.0
2025-08-05,WW-007,Patna,PAT-D2,134,16080.0
2025-08-05,WW-007,Pune,PUN-D1,210,25200.0
2025-08-05,WW-008,Chennai,CHE-D1,223,26760.0
2025-08-05,WW-008,Delhi,DEL-D1,181,21720.0
2025-08-05,WW-008,Guwahati,GUW-D1,124,14880.0
2025-08-05,WW-008,Hyderabad,HYD-D1,186,22320.0
2025-08-05,WW-008,Mumbai,MUM-D1,162,19440.0
2025-08-12,CK-001,Ahmedabad,AHM-D1,941,3528.75
2025-08-12,CK-001,Chennai,CHE-D2,1237,4638.75
2025-08-12,CK-001,Delhi,DEL-D1,1214,4552.0
2025-08-12,CK-001,Guwahati,GUW-D2,724,2715.0
2025-08-12,CK-001,Hyderabad,HYD-D1,1122,4207.5
2025-08-12,CK-001,Jaipur,JAI-D2,669,2508.75
2025-08-12,CK-001,Kolkata,KOL-D1,1276,4785.0
2025-08-12,CK-001,Patna,PAT-D2,776,2910.0
2025-08-12,CK-001,Pune,PUN-D2,941,3528.75
2025-08-12,CK-002,Ahmedabad,AHM-D1,1004,3765.0
2025-08-12,CK-002,Bengaluru,BEN-D1,1383,5186.25
2025-08-12,CK-002,Guwahati,GUW-D1,648,2430.0
2025-08-12,CK-002,Jaipur,JAI-D1,838,3142.0
2025-08-12,CK-002,Kolkata,KOL-D2,1164,4365.0
2025-08-12,CK-002,Lucknow,LUC-D1,908,3405.0
2025-08-12,CK-002,Mumbai,MUM-D1,1282,4807.5
2025-08-12,CK-002,Patna,PAT-D1,882,3308.0
2025-08-12,CK-002,Pune,PUN-D1,1117,4188.75
2025-08-12,CK-003,Ahmedabad,AHM-D1,973,3648.75
2025-08-12,CK-003,Delhi,DEL-D1,1057,3963.75
2025-08-12,CK-003,Guwahati,GUW-D1,-1,2816.25
2025-08-12,CK-003,Hyderabad,HYD-D1,1286,4822.5
2025-08-12,CK-003,Jaipur,JAI-D2,744,2790.0
2025-08-12,CK-003,Kolkata,KOL-D1,1026,3847.5
2025-08-12,CK-003,Lucknow,LUC-D1,803,3011.25
2025-08-12,CK-003,Mumbai,MUM-D1,1150,4312.5
2025-08-12,CK-003,Pune,PUN-D2,1060,3975.0
2025-08-12,CK-004,Ahmedabad,AHM-D2,NA,10425.0
2025-08-12,CK-004,Bengaluru,BEN-D2,1328,9960.0
2025-08-12,CK-004,Hyderabad,HYD-D2,NA,10132.5
2025-08-12,CK-004,Jaipur,JAI-D2,706,5295.0
2025-08-12,CK-004,Kolkata,KOL-D2,1244,9330.0
2025-08-12,CK-004,Lucknow,LUC-D2,783,5872.5
2025-08-12,CK-004,Mumbai,MUM-D1,1026,7695.0
2025-08-12,CK-004,Patna,PAT-D1,755,5662.5
2025-08-12,CK-004,Pune,PUN-D2,1163,8722.5
2025-08-12,CK-005,Bengaluru,BEN-D1,1202,9015.0
2025-08-12,CK-005,Chennai,CHE-D1,1293,9697.5
2025-08-12,CK-005,Delhi,DEL-D1,1325,9937.5
2025-08-12,CK-005,Guwahati,GUW-D2,804,6030.0
2025-08-12,CK-005,Hyderabad,HYD-D2,1383,10372.5
2025-08-12,CK-005,Jaipur,JAI-D1,783,5872.5
2025-08-12,CK-005,Kolkata,KOL-D2,986,7395.0
2025-08-12,CK-005,Lucknow,LUC-D2,846,6345.0
2025-08-12,CK-005,Pune,PUN-D2,992,7440.0
2025-08-12,CK-006,Ahmedabad,AHM-D2,1251,9382.5
2025-08-12,CK-006,Bengaluru,BEN-D2,#N/A,8392.5
2025-08-12,CK-006,Chennai,CHE-D1,1186,8895.0
2025-08-12,CK-006,Delhi,DEL-D1,1147,8602.5
2025-08-12,CK-006,Guwahati,GUW-D1,711,5332.5
2025-08-12,CK-006,Hyderabad,HYD-D1,1177,8827.5
2025-08-12,CK-006,Kolkata,KOL-D2,1388,10410.0
2025-08-12,CK-006,Mumbai,MUM-D2,1358,10185.0
2025-08-12,CK-006,Pune,PUN-D1,1147,8602.5
2025-08-12,CK-007,Ahmedabad,AHM-D1,491,11047.5
2025-08-12,CK-007,Delhi,DEL-D1,435,9787.5
2025-08-12,CK-007,Guwahati,GUW-D2,278,6255.0
2025-08-12,CK-007,Hyderabad,HYD-D2,584,13140.0
2025-08-12,CK-007,Jaipur,JAI-D1,385,8662.0
2025-08-12,CK-007,Kolkata,KOL-D2,545,12262.5
2025-08-12,CK-007,Patna,PAT-D2,352,7920.0
2025-08-12,CK-008,Ahmedabad,AHM-D2,417,9382.5
2025-08-12,CK-008,Bengaluru,BEN-D2,602,13545.0
2025-08-12,CK-008,Chennai,CHE-D2,,11542.5
2025-08-12,CK-008,Delhi,DEL-D1,622,13995.0
2025-08-12,CK-008,Hyderabad,HYD-D1,588,13230.0
2025-08-12,CK-008,Jaipur,JAI-D1,318,7155.0
2025-08-12,CK-008,Pune,PUN-D1,573,12892.5
2025-08-12,CK-009,Bengaluru,BEN-D2,531,11947.5
2025-08-12,CK-009,Delhi,DEL-D1,9999,11632.5
2025-08-12,CK-009,Guwahati,GUW-D2,347,7807.5
2025-08-12,CK-009,Hyderabad,HYD-D1,601,13522.0
2025-08-12,CK-009,Jaipur,JAI-D2,357,8032.5
2025-08-12,CK-009,Mumbai,MUM-D1,502,11295.0
2025-08-12,CK-009,Patna,PAT-D2,358,8055.0
2025-08-12,CK-010,Bengaluru,BEN-D1,425,9562.5
2025-08-12,CK-010,Chennai,CHE-D2,489,11002.5
2025-08-12,CK-010,Guwahati,GUW-D1,301,6772.5
2025-08-12,CK-010,Hyderabad,HYD-D1,613,13792.0
2025-08-12,CK-010,Jaipur,JAI-D2,358,8055.0
2025-08-12,CK-010,Kolkata,KOL-D1,618,13905.0
2025-08-12,CK-010,Mumbai,MUM-D2,497,11182.5
2025-08-12,CO-001,Ahmedabad,AHM-D1,947,7102.5
2025-08-12,CO-001,Bengaluru,BEN-D1,1356,10170.0
2025-08-12,CO-001,Delhi,DEL-D1,964,7230.0
2025-08-12,CO-001,Guwahati,GUW-D1,775,5812.5
2025-08-12,CO-001,Hyderabad,HYD-D2,1148,8610.0
2025-08-12,CO-001,Jaipur,JAI-D1,866,6495.0
2025-08-12,CO-001,Kolkata,KOL-D1,1054,7905.0
2025-08-12,CO-001,Lucknow,LUC-D2,734,5505.0
2025-08-12,CO-001,Mumbai,MUM-D2,1278,9585.0
2025-08-12,CO-001,Pune,PUN-D2,1291,9682.5
2025-08-12,CO-002,Ahmedabad,AHM-D1,1401,10507.5
2025-08-12,CO-002,Chennai,CHE-D1,1072,8040.0
2025-08-12,CO-002,Delhi,DEL-D1,1341,10057.5
2025-08-12,CO-002,Guwahati,GUW-D1,865,6487.5
2025-08-12,CO-002,Hyderabad,HYD-D1,1151,8632.5
2025-08-12,CO-002,Jaipur,JAI-D1,628,4710.0
2025-08-12,CO-002,Kolkata,KOL-D1,1384,10380.0
2025-08-12,CO-002,Lucknow,LUC-D2,699,5242.0
2025-08-12,CO-002,Mumbai,MUM-D2,1074,8055.0
2025-08-12,CO-002,Pune,PUN-D2,1070,8025.0
2025-08-12,CO-003,Ahmedabad,AHM-D2,1168,8760.0
2025-08-12,CO-003,Bengaluru,BEN-D2,972,7290.0
2025-08-12,CO-003,Delhi,DEL-D2,1281,9607.5
2025-08-12,CO-003,Guwahati,GUW-D1,856,6420.0
2025-08-12,CO-003,Hyderabad,HYD-D2,1355,10162.5
2025-08-12,CO-003,Jaipur,JAI-D1,659,4942.5
2025-08-12,CO-003,Lucknow,LUC-D2,612,4590.0
2025-08-12,CO-003,Mumbai,MUM-D2,1120,8400.0
2025-08-12,CO-003,Patna,PAT-D1,672,5040.0
2025-08-12,CO-003,Pune,PUN-D1,1173,8797.5
2025-08-12,CO-004,Ahmedabad,AHM-D2,483,9056.25
2025-08-12,CO-004,Chennai,CHE-D2,618,11587.5
2025-08-12,CO-004,Delhi,DEL-D2,587,11006.25
2025-08-12,CO-004,Guwahati,GUW-D2,319,5981.25
2025-08-12,CO-004,Hyderabad,HYD-D2,621,11643.75
2025-08-12,CO-004,Jaipur,JAI-D1,403,7556.0
2025-08-12,CO-004,Lucknow,LUC-D2,324,6075.0
2025-08-12,CO-004,Mumbai,MUM-D1,553,10368.75
2025-08-12,CO-004,Patna,PAT-D1,320,6000.0
2025-08-12,CO-004,Pune,PUN-D2,610,11437.5
2025-08-12,CO-005,Ahmedabad,AHM-D1,447,8381.25
2025-08-12,CO-005,Bengaluru,BEN-D1,612,11475.0
2025-08-12,CO-005,Delhi,DEL-D2,477,8943.75
2025-08-12,CO-005,Guwahati,GUW-D2,374,7012.5
2025-08-12,CO-005,Hyderabad,HYD-D2,577,10818.75
2025-08-12,CO-005,Jaipur,JAI-D1,280,5250.0
2025-08-12,CO-005,Lucknow,LUC-D2,,5643.75
2025-08-12,CO-005,Mumbai,MUM-D1,597,11193.75
2025-08-12,CO-005,Patna,PAT-D2,,5568.75
2025-08-12,CO-005,Pune,PUN-D1,544,10200.0
2025-08-12,CO-006,Ahmedabad,AHM-D2,510,15300.0
2025-08-12,CO-006,Bengaluru,BEN-D1,565,16950.0
2025-08-12,CO-006,Chennai,CHE-D2,568,17040.0
2025-08-12,CO-006,Delhi,DEL-D2,434,13020.0
2025-08-12,CO-006,Hyderabad,HYD-D2,513,15390.0
2025-08-12,CO-006,Jaipur,JAI-D2,306,9180.0
2025-08-12,CO-006,Kolkata,KOL-D1,525,15750.0
2025-08-12,CO-006,Lucknow,LUC-D2,#N/A,8430.0
2025-08-12,CO-006,Mumbai,MUM-D2,561,16830.0
2025-08-12,CO-006,Patna,PAT-D2,304,9120.0
2025-08-12,CO-006,Pune,PUN-D1,514,15420.0
2025-08-12,CO-007,Ahmedabad,AHM-D1,467,14010.0
2025-08-12,CO-007,Bengaluru,BEN-D1,604,18120.0
2025-08-12,CO-007,Chennai,CHE-D2,602,18060.0
2025-08-12,CO-007,Delhi,DEL-D1,503,15090.0
2025-08-12,CO-007,Jaipur,JAI-D1,301,9030.0
2025-08-12,CO-007,Kolkata,KOL-D1,596,17880.0
2025-08-12,CO-007,Lucknow,LUC-D1,308,9240.0
2025-08-12,CO-007,Mumbai,MUM-D1,551,16530.0
2025-08-12,CO-007,Patna,PAT-D1,394,11820.0
2025-08-12,CO-007,Pune,PUN-D2,602,18060.0
2025-08-12,CO-008,Ahmedabad,AHM-D1,190,8550.0
2025-08-12,CO-008,Chennai,CHE-D1,224,10080.0
2025-08-12,CO-008,Delhi,DEL-D2,229,10305.0
2025-08-12,CO-008,Hyderabad,HYD-D1,213,9585.0
2025-08-12,CO-008,Jaipur,JAI-D1,129,5805.0
2025-08-12,CO-008,Kolkata,KOL-D2,227,10215.0
2025-08-12,CO-008,Lucknow,LUC-D1,151,6795.0
2025-08-12,CO-008,Mumbai,MUM-D1,198,8910.0
2025-08-12,CO-008,Patna,PAT-D2,142,6390.0
2025-08-12,CO-008,Pune,PUN-D1,220,9900.0
2025-08-12,CO-009,Ahmedabad,AHM-D2,-1,7470.0
2025-08-12,CO-009,Chennai,CHE-D2,161,7245.0
2025-08-12,CO-009,Delhi,DEL-D1,167,7515.0
2025-08-12,CO-009,Hyderabad,HYD-D2,169,7605.0
2025-08-12,CO-009,Jaipur,JAI-D1,113,5085.0
2025-08-12,CO-009,Kolkata,KOL-D1,201,9045.0
2025-08-12,CO-009,Lucknow,LUC-D1,113,5085.0
2025-08-12,CO-009,Mumbai,MUM-D1,195,8775.0
2025-08-12,CO-009,Pune,PUN-D1,170,7650.0
2025-08-12,CR-001,Ahmedabad,AHM-D1,1283,52923.75
2025-08-12,CR-001,Chennai,CHE-D1,1197,49376.25
2025-08-12,CR-001,Delhi,DEL-D2,1033,42611.25
2025-08-12,CR-001,Guwahati,GUW-D1,792,32670.0
2025-08-12,CR-001,Hyderabad,HYD-D2,948,39105.0
2025-08-12,CR-001,Jaipur,JAI-D1,637,26276.25
2025-08-12,CR-001,Kolkata,KOL-D1,NA,55398.75
2025-08-12,CR-001,Patna,PAT-D2,768,31680.0
2025-08-12,CR-001,Pune,PUN-D2,NA,55522.5
2025-08-12,CR-002,Ahmedabad,AHM-D1,1340,55275.0
2025-08-12,CR-002,Bengaluru,BEN-D1,1129,46571.25
2025-08-12,CR-002,Delhi,DEL-D2,1365,56306.0
2025-08-12,CR-002,Guwahati,GUW-D1,644,26565.0
2025-08-12,CR-002,Hyderabad,HYD-D1,1364,56265.0
2025-08-12,CR-002,Jaipur,JAI-D1,691,28503.75
2025-08-12,CR-002,Lucknow,LUC-D2,632,26070.0
2025-08-12,CR-002,Mumbai,MUM-D2,1133,46736.25
2025-08-12,CR-002,Patna,PAT-D2,794,32752.5
2025-08-12,CR-003,Ahmedabad,AHM-D2,949,39146.25
2025-08-12,CR-003,Bengaluru,BEN-D2,1138,46942.5
2025-08-12,CR-003,Chennai,CHE-D2,1269,52346.25
2025-08-12,CR-003,Delhi,DEL-D2,1270,52387.5
2025-08-12,CR-003,Guwahati,GUW-D2,882,36382.5
2025-08-12,CR-003,Jaipur,JAI-D2,903,37248.75
